,date_of_price,name,distillery,age,vintage,bottled,ABV,ml,numbered,limited_edition,single_cask,ichiros_malt,latest_price
450,2020-11-01,"Hanyu, Five of Diamonds (Ichiro´s Malt Card), One of 652 Bottles (Cask 1305)",Hanyu,12.0,2000.0,2012.0,57.7,700,True,False,False,True,5399
451,2020-11-01,"Hanyu, Five of Hearts (Ichiro´s Malt Card), One of 326 Bottles (Cask 9100)",Hanyu,8.0,2000.0,2008.0,60.0,700,True,False,False,True,7156
452,2021-04-01,"Hanyu, Five of Spades (Ichiro´s Malt Card), One of 632 Bottles (Cask 9601)",Hanyu,8.0,2000.0,2008.0,60.5,700,True,False,False,True,7129
453,2020-10-01,"Hanyu, Four of Clubs (Ichiro´s Malt Card), One of 266 Bottles (Cask 9802)",Hanyu,16.0,1991.0,2007.0,58.0,700,True,False,False,True,10191
454,2020-03-01,"Hanyu, Four of Diamonds (Ichiro´s Malt Card), One of 546 Bottles (Cask 9030)",Hanyu,11.0,2000.0,2011.0,56.9,700,True,False,False,True,5475
455,2021-02-01,"Hanyu, Four of Hearts (Ichiro´s Malt Card), One of 361 Bottles (Cask 529)",Hanyu,10.0,2000.0,2010.0,59.2,700,True,False,False,True,17027
456,2021-03-01,"Hanyu, Four of Spades (Ichiro´s Malt Card), One of 570 Bottles (Cask 60)",Hanyu,10.0,2000.0,2010.0,58.6,700,True,False,False,True,7046
457,2013-07-01,"Hanyu, Fukuoka (Ichiro´s Malt), One of 181 Bottles",Hanyu,11.0,2000.0,2011.0,58.7,700,True,False,False,True,176
458,2021-04-01,"Hanyu, Full Proof (Caber Tossing), One of 204 Bottles (Cask 9204)",Hanyu,18.0,1988.0,2006.0,56.3,720,True,False,False,False,5474
459,2019-11-01,"Hanyu, Ghost Series, One of 120 Bottles (Cask 1702)",Hanyu,14.0,2000.0,2014.0,59.9,700,True,False,False,False,5762
460,2020-07-01,"Hanyu, Golden Horse, b'<p class=""bottle_secondary""/>'",Hanyu,8.0,,,43.0,720,False,False,False,False,268
461,2017-10-01,"Hanyu, Golden Horse, b'<p class=""bottle_secondary""/>'",Hanyu,12.0,,,43.0,720,False,False,False,False,185
462,2020-12-01,"Hanyu, Golden Horse Bushu, b'<p class=""bottle_secondary""/>'",Hanyu,,,,43.0,700,False,False,False,False,61
463,2021-04-01,"Hanyu, Number One Drinks, Ichiro´s Malt Cask, (Cask 359)",Hanyu,16.0,2000.0,2016.0,56.6,700,False,False,False,True,1449
464,2019-08-01,"Hanyu, Isetan Cognac Cask, (Cask 531)",Hanyu,,2000.0,,58.5,700,False,False,False,False,1261
465,2021-03-01,"Hanyu, Jack of Clubs (Ichiro´s Malt Card First Release), One of 124 Bottles (Cask 9001)",Hanyu,14.0,1991.0,2005.0,56.0,720,True,False,False,True,42274
466,2020-12-01,"Hanyu, Jack of Clubs (Ichiro´s Malt Card), One of 330 Bottles (Cask 9001)",Hanyu,15.0,1991.0,2006.0,56.0,700,True,False,False,True,12635
467,2021-02-01,"Hanyu, Jack of Diamonds (Ichiro´s Malt Card), One of 403 Bottles (Cask 9103)",Hanyu,20.0,1988.0,2008.0,56.0,700,True,False,False,True,12234
468,2021-02-01,"Hanyu, Jack of Hearts (Ichiro´s Malt Card), One of 329 Bottles (Cask 378)",Hanyu,19.0,1991.0,2010.0,56.1,700,True,False,False,True,9122
469,2021-03-01,"Hanyu, Jack of Spades (Ichiro´s Malt Card), One of 349 Bottles (Cask 7002)",Hanyu,17.0,1990.0,2007.0,54.0,700,True,False,False,True,12810
470,2021-03-01,"Hanyu, Joker Colour (Ichiro´s Malt Card) , b'Miniature'",Hanyu,,,,57.7,30,False,False,False,True,224
471,2021-05-01,"Hanyu, Joker Colour (Ichiro´s Malt Card), One of 3690 Bottles",Hanyu,,,,57.7,700,True,False,False,True,5098
472,2021-04-01,"Hanyu, Joker Monochrome (Ichiro´s Malt Card), One of 241 Bottles",Hanyu,24.0,1985.0,2009.0,54.9,700,True,False,False,True,42010
473,2014-09-01,"Hanyu, K6 Clubs Label (Ichiro´s Malt), (Cask 123)",Hanyu,14.0,2000.0,2014.0,60.0,700,False,False,False,True,1105
474,2020-08-01,"Hanyu, K6 Diamonds Label (Ichiro´s Malt), (Cask 123)",Hanyu,14.0,2000.0,2014.0,60.0,700,False,False,False,True,2687
475,2018-04-01,"Hanyu, K6 Diamonds Label (Ichiro´s Malt), One of 345 Bottles (Cask 123)",Hanyu,14.0,2000.0,2014.0,60.0,700,True,False,False,True,1198
476,2018-04-01,"Hanyu, K6 Spades Label (Ichiro´s Malt), One of 120 Bottles (Cask 1702)",Hanyu,14.0,2000.0,2014.0,60.0,700,True,False,False,True,1229
477,2017-11-01,"Hanyu, Kanda Bartender´s Choice (Ichiro´s Malt), One of 303 Bottles",Hanyu,,2000.0,,60.9,700,True,False,False,True,775
478,2017-04-01,"Hanyu, King and Six of Hearts, One of 345 Bottles (Cask 44)",Hanyu,,,,60.0,700,True,False,False,False,1272
479,2020-10-01,"Hanyu, King of Clubs (Ichiro´s Malt Card), One of 417 Bottles (Cask 9108)",Hanyu,22.0,1988.0,2010.0,58.0,700,True,False,False,True,9705
480,2020-01-01,"Hanyu, King of Diamonds (Ichiro´s Malt Card), One of 555 Bottles (Cask 9003)",Hanyu,18.0,1988.0,2006.0,56.0,700,True,False,False,True,8419
481,2020-02-01,"Hanyu, King of Diamonds - 1st Series (Ichiro´s Malt Card), One of 124 Bottles (Cask 9003)",Hanyu,17.0,1988.0,2005.0,56.0,700,True,False,False,True,78433
482,2020-01-01,"Hanyu, King of Hearts (Ichiro´s Malt Card), One of 444 Bottles (Cask 9033)",Hanyu,23.0,1986.0,2009.0,55.4,700,True,False,False,True,7206
483,2019-11-01,"Hanyu, King of Spades (Ichiro´s Malt Card), One of 271 Bottles (Cask 9418)",Hanyu,21.0,1986.0,2007.0,57.0,700,True,False,False,True,10255
484,2016-09-01,"Hanyu, Madeira Finish (Ichiro´s Malt) , b'Strong Box'",Hanyu,26.0,1986.0,2012.0,55.3,700,False,False,False,True,1734
485,2019-06-01,"Hanyu, Mizunara Head (Ichiro´s Malt), b'<p class=""bottle_secondary""/>'",Hanyu,,2000.0,,59.2,700,False,False,False,True,1606
486,2020-11-01,"Hanyu, Nine of Clubs (Ichir´s Malt Card), One of 238 Bottles (Cask 401)",Hanyu,20.0,1991.0,2011.0,57.3,700,True,False,False,False,13327
487,2020-12-01,"Hanyu, Nine of Diamonds (Ichiro´s Malt Card), One of 248 Bottles (Cask 9421)",Hanyu,24.0,1985.0,2009.0,58.2,700,True,False,False,True,9597
488,2021-04-01,"Hanyu, Nine of Spades (Ichiro´s Malt Card), (Cask 9022)",Hanyu,20.0,1990.0,2010.0,52.4,20,False,False,False,True,153
489,2019-10-01,"Hanyu, Nine of Spades (Ichiro´s Malt Card), One of 584 Bottles (Cask 9022)",Hanyu,20.0,1990.0,2010.0,52.4,700,True,False,False,True,5285
490,2018-05-01,"Hanyu, Noh, One of 463 Bottles (Cask 6066)",Hanyu,10.0,2000.0,2010.0,61.0,700,True,False,False,False,1805
491,2021-04-01,"Hanyu, Noh Single Cask (Spanish Oak), One of 625 Bottles (Cask 9306)",Hanyu,21.0,1988.0,2009.0,55.6,700,True,False,True,False,4328
492,2021-04-01,"Hanyu, Noh Single Cask, One of 625 Bottles (Cask 9306)",Hanyu,21.0,1988.0,2009.0,55.6,20,True,False,True,False,204
493,2021-02-01,"Hanyu, Quarter Cask (Ichiro´s Malt), One of 167 Bottles (Cask 349)",Hanyu,12.0,2000.0,2012.0,58.4,700,True,False,False,True,1766
494,2021-03-01,"Hanyu, Queen of Clubs (Ichiro´s Malt Card), One of 330 Bottles (Cask 7003)",Hanyu,20.0,1988.0,2008.0,56.0,700,True,False,False,True,21778
495,2019-12-01,"Hanyu, Queen of Diamonds (Ichiro´s Malt Card), One of 223 Bottles (Cask 9109)",Hanyu,22.0,1985.0,2007.0,58.0,700,True,False,False,True,24658
496,2019-11-01,"Hanyu, Queen of Hearts - 1st Series (Ichiro´s Malt Card), One of 125 Bottles (Cask 9102)",Hanyu,15.0,1990.0,2005.0,54.0,720,True,False,False,True,64092
497,2020-07-01,"Hanyu, Queen of Spades (Ichiro´s Malt Card), One of 737 Bottles (Cask 466)",Hanyu,20.0,1990.0,2010.0,53.1,700,True,False,False,True,9000
498,2021-05-01,"Hanyu, Seven of Clubs (Ichiro´s Malt Card), One of 345 Bottles (Cask 7004)",Hanyu,8.0,2000.0,2008.0,59.0,700,True,False,False,True,10196
499,2021-04-01,"Hanyu, Seven of Diamonds (Ichiro´s Malt Card), One of 570 Bottles (Cask 9031)",Hanyu,20.0,1990.0,2010.0,54.8,700,True,False,False,True,5474
500,2021-03-01,"Hanyu, Seven of Hearts (Ichiro´s Malt Card), One of 636 Bottles (Cask 9002)",Hanyu,17.0,1990.0,2007.0,54.0,700,True,False,False,True,9608
501,2021-04-01,"Hanyu, Seven of Spades (Ichiro´s Malt), b'<p class=""bottle_secondary""/>'",Hanyu,22.0,1990.0,2012.0,53.8,20,False,False,False,True,140
502,2019-10-01,"Hanyu, Seven of Spades (Ichiro´s Malt Card), One of 348 Bottles (Cask 525)",Hanyu,21.0,1990.0,2011.0,53.8,700,True,False,False,True,5537
503,2018-08-01,"Hanyu, Shinanoya Cask (3rd Release), One of 293 Bottles (Cask 1504)",Hanyu,14.0,2000.0,2014.0,57.7,700,True,False,False,False,1059
504,2021-02-01,"Hanyu, Daily Dram, Single Cask, (Cask 377)",Hanyu,19.0,1991.0,2010.0,56.0,700,False,False,True,False,1450
505,2020-12-01,"Hanyu, Number One Drinks, Single Cask, (Cask 362)",Hanyu,16.0,2000.0,2016.0,56.1,700,False,False,True,False,1944
506,2020-11-01,"Hanyu, Number One Drinks, Single Cask, One of 361 Bottles (Cask 370)",Hanyu,18.0,1991.0,2009.0,57.3,700,True,False,True,False,1711
507,2020-09-01,"Hanyu, Number One Drinks, Single Cask, (Cask 346)",Hanyu,12.0,2000.0,2012.0,58.2,700,False,False,True,False,1753
508,2019-09-01,"Hanyu, Single Cask (Ichiro´s Malt), One of 295 Bottles (Cask 955)",Hanyu,15.0,2000.0,2015.0,60.0,700,True,False,True,True,1482
509,2019-07-01,"Hanyu, Single Cask, (Cask 923)",Hanyu,,2000.0,,57.0,700,False,False,True,False,1407
510,2020-10-01,"Hanyu, Single Cask, One of 374 Bottles (Cask 9511)",Hanyu,17.0,1990.0,2007.0,55.5,700,True,False,True,False,1713
511,2018-12-01,"Hanyu, Single Cask (Ichiro´s Malt), One of 600 Bottles",Hanyu,17.0,1988.0,2005.0,56.0,700,True,False,True,True,961
512,2020-10-01,"Hanyu, Single Cask, One of 626 Bottles (Cask 9305)",Hanyu,19.0,1990.0,2009.0,53.4,700,True,False,True,False,1792
513,2020-10-01,"Hanyu, Single Cask (Ichiro´s Malt), One of 352 Bottles (Cask 9501)",Hanyu,19.0,1988.0,2007.0,55.6,700,True,False,True,True,1797
514,2020-05-01,"Hanyu, Single Cask (Ichiro´s Malt), (Cask 358)",Hanyu,15.0,2000.0,2015.0,56.5,700,False,False,True,True,1240
515,2021-04-01,"Hanyu, Single Cask, (Cask 957)",Hanyu,14.0,2000.0,2014.0,59.9,700,False,False,True,False,1539
516,2020-08-01,"Hanyu, Single Cask (Ichiro´s Malt), One of 300 Bottles (Cask 63)",Hanyu,15.0,2000.0,2015.0,58.8,700,True,False,True,True,1710
517,2020-08-01,"Hanyu, Single Cask (Ichiro´s Malt), (Cask 381)",Hanyu,22.0,1991.0,2013.0,57.1,700,False,False,True,True,2260
518,2021-03-01,"Hanyu, Single Cask, (Cask 921)",Hanyu,14.0,2000.0,2014.0,57.6,700,False,False,True,False,1942
519,2017-09-01,"Hanyu, Single Cask (Ichiro´s Malt), One of 516 Bottles (Cask 6076)",Hanyu,5.0,2000.0,2005.0,60.0,720,True,False,True,True,479
520,2019-06-01,"Hanyu, Single Cask (Ichiro´s Malt), (Cask 1386)",Hanyu,,1991.0,,54.1,700,False,False,True,True,2778
521,2020-08-01,"Hanyu, Single Cask, (Cask 518)",Hanyu,23.0,1990.0,2013.0,53.9,700,False,False,True,False,1649
522,2017-09-01,"Hanyu, Single Cask (Ichiro´s Malt), (Cask 1732)",Hanyu,,1985.0,,57.1,700,False,False,True,True,1841
523,2020-10-01,"Hanyu, Single Cask, (Cask 9510)",Hanyu,11.0,2000.0,2011.0,60.9,700,False,False,True,False,1577
524,2020-02-01,"Hanyu, Six of Clubs (Ichiro´s Malt Card), One of 597 Bottles (Cask 9020)",Hanyu,9.0,2000.0,2009.0,57.9,700,True,False,False,True,5229
525,2021-05-01,"Hanyu, Six of Diamonds (Ichiro´s Malt Card), One of 277 Bottles (Cask 9410)",Hanyu,7.0,2000.0,2007.0,60.0,700,True,False,False,True,21029
526,2020-02-01,"Hanyu, Six of Hearts (Ichiro´s Malt Card), One of 564 Bottles (Cask 405)",Hanyu,21.0,1991.0,2012.0,57.9,700,True,False,False,True,4706
527,2021-04-01,"Hanyu, Six of Spades (Ichiro´s Malt Card), One of 661 Bottles (Cask 1303)",Hanyu,11.0,2000.0,2011.0,58.6,700,True,False,False,True,7129
528,2021-02-01,"Hanyu, Ten of Clubs (Ichiro´s Malt Card), One of 576 Bottles (Cask 9032)",Hanyu,18.0,1990.0,2008.0,52.4,700,True,False,False,True,6941
529,2020-11-01,"Hanyu, Ten of Diamonds (Ichiro´s Malt Card), One of 585 Bottles (Cask 527)",Hanyu,21.0,1990.0,2011.0,54.9,700,True,False,False,True,6908
530,2020-12-01,"Hanyu, Ten of Hearts (Ichiro´s Malt Card), One of 295 Bottles (Cask 463)",Hanyu,11.0,2000.0,2011.0,61.0,700,True,False,False,True,11906
531,2015-11-01,"Hanyu, Ten of Spades (Ichiro´s Malt Card), One of 202 Bottles (Cask 9204)",Hanyu,18.0,1988.0,2006.0,46.0,720,True,False,False,True,9961
532,2021-05-01,"Hanyu, The Final Vintage (Ichiro´s Malt), One of 3710 Bottles",Hanyu,15.0,2000.0,2015.0,46.5,700,True,False,False,True,974
533,2019-10-01,"Hanyu, The Final Vintage, One of 961 Bottles (Cask 6063 6079)",Hanyu,9.0,2000.0,2009.0,61.1,700,True,False,False,False,1007
534,2021-02-01,"Hanyu, The Game (Ichiro´s Malt), One of 192 Bottles (Cask 471)",Hanyu,26.0,1988.0,2014.0,51.9,700,True,False,False,True,4793
535,2021-05-01,"Hanyu, The Game (Ichiro´s Malt), One of 309 Bottles",Hanyu,12.0,2000.0,2012.0,57.5,20,True,False,False,True,136
536,2015-03-01,"Hanyu, The Game (Ichiro´s Malt), One of 476 Bottles",Hanyu,9.0,2000.0,2009.0,61.2,700,True,False,False,True,2720
537,2021-03-01,"Hanyu, The Game (Ichiro´s Malt), One of 299 Bottles (Cask 1302)",Hanyu,13.0,2000.0,2013.0,59.5,700,True,False,False,True,4356
538,2021-05-01,"Hanyu, The Game, One of 309 Bottles (Cask 360)",Hanyu,12.0,2000.0,2012.0,57.5,700,True,False,False,False,4588
539,2021-05-01,"Hanyu, The Game (Ichiro´s Malt), (Cask 917)",Hanyu,,2000.0,,59.4,20,False,False,False,True,138
540,2017-10-01,"Hanyu, The Game, One of 309 Bottles (Cask 917)",Hanyu,,2000.0,,59.4,700,True,False,False,False,1853
541,2019-04-01,"Hanyu, Shinanoya, The Game, One of 232 Bottles (Cask 9805)",Hanyu,12.0,2000.0,2012.0,59.0,700,True,False,False,False,2110
542,2021-04-01,"Hanyu, The Wave, One of 200 Bottles (Cask 9305)",Hanyu,19.0,1990.0,2009.0,53.0,700,True,False,False,False,3692
543,2021-03-01,"Hanyu, Three of Clubs (Ichiro´s Malt Card), One of 592 Bottles (Cask 7020)",Hanyu,9.0,2000.0,2009.0,61.1,700,True,False,False,True,7814
544,2021-03-01,"Hanyu, Three of Diamonds (Ichiro`s Malt Card), One of 273 Bottles (Cask 9417)",Hanyu,19.0,1988.0,2007.0,56.0,700,True,False,False,False,41634
545,2019-12-01,"Hanyu, Three of Hearts (Ichiro´s Malt Card), One of 807 Bottles (Cask 465)",Hanyu,10.0,2000.0,2010.0,61.2,700,True,False,False,True,5191
546,2021-03-01,"Hanyu, Three of Spades (Ichiro´s Malt Card), One of 354 Bottles (Cask 7000)",Hanyu,7.0,2000.0,2007.0,57.0,700,True,False,False,True,13451
547,2021-03-01,"Hanyu, Two of Clubs (Ichiro´s Malt Card), One of 318 Bottles (Cask 9500)",Hanyu,7.0,2000.0,2007.0,57.0,700,True,False,False,True,21778
548,2021-04-01,"Hanyu, Two of Diamonds (Ichiro´s Malt Card), One of 259 Bottles (Cask 9412)",Hanyu,17.0,1991.0,2008.0,58.1,700,True,False,False,True,20368
549,2021-03-01,"Hanyu, Two of Hearts (Ichiro´s Malt Card), One of 309 Bottles (Cask 482)",Hanyu,23.0,1986.0,2009.0,56.3,700,True,False,False,True,23059
550,2019-10-01,"Hanyu, Two of Spades (Ichiro´s Malt Card), One of 290 Bottles (Cask 477)",Hanyu,20.0,1991.0,2011.0,55.8,700,True,False,False,True,7425
551,2020-12-01,"Hanyu, Whisky Talk 2012 (Ichiro´s Malt), One of 446 Bottles",Hanyu,12.0,2000.0,2012.0,60.1,700,True,False,False,True,1397
552,2021-04-01,"Hanyu, Whisky Talk 2012, One of 446 Bottles",Hanyu,12.0,2000.0,2012.0,60.5,20,True,False,False,False,80
553,2021-03-01,"Hanyu, Number One Drinks, Zuma Roka (Single Cask), (Cask 919)",Hanyu,14.0,2000.0,2014.0,57.4,700,False,False,True,False,2612
554,2020-12-01,"Karuizawa, Daily Dram, One of 200 Bottles (Cask 6994)",Karuizawa,31.0,1977.0,2009.0,62.7,700,True,False,False,False,5836
555,2020-05-01,"Karuizawa, Dekanta,  , b'Wooden Box'",Karuizawa,35.0,1981.0,2016.0,56.5,700,False,False,False,False,8929
556,2021-03-01,"Karuizawa, La Maison du Whisky, b'<p class=""bottle_secondary""/>'",Karuizawa,,1968.0,,61.6,20,False,False,False,False,263
557,2020-02-01,"Karuizawa, Number One Drinks, b'<p class=""bottle_secondary""/>'",Karuizawa,33.0,1981.0,2014.0,63.4,700,False,False,False,False,5603
558,2015-01-01,"Karuizawa, Number One Drinks, (Cask 4943)",Karuizawa,33.0,1981.0,2014.0,48.0,700,False,False,False,False,4583
559,2019-02-01,"Karuizawa,  (Square Decanter) , b'Decanter'",Karuizawa,,,,40.0,700,False,False,False,False,913
560,2016-06-01,"Karuizawa, b'<p class=""bottle_secondary""/>'",Karuizawa,15.0,,,43.0,720,False,False,False,False,586
561,2017-04-01,"Karuizawa,  (Ocean), b'<p class=""bottle_secondary""/>'",Karuizawa,,,,43.0,100,False,False,False,False,285
562,2017-10-01,"Karuizawa,  (Ocean), One of 498 Bottles",Karuizawa,21.0,1967.0,1988.0,43.0,720,True,False,False,False,2965
563,2018-12-01,"Karuizawa,  (1970s), b'<p class=""bottle_secondary""/>'",Karuizawa,,,,40.0,720,False,False,False,False,809
564,2016-09-01,"Karuizawa, One of 518 Bottles",Karuizawa,21.0,1965.0,1986.0,43.0,720,True,False,False,False,2971
565,2020-10-01,"Karuizawa, b'<p class=""bottle_secondary""/>'",Karuizawa,13.0,1981.0,1994.0,58.0,500,False,False,False,False,1001
566,2021-02-01,"Karuizawa, b'<p class=""bottle_secondary""/>'",Karuizawa,15.0,,,40.0,700,False,False,False,False,1228
567,2021-02-01,"Karuizawa, b'<p class=""bottle_secondary""/>'",Karuizawa,,,1986.0,40.0,720,False,False,False,False,126
568,2017-06-01,"Karuizawa,  (Ocean), b'<p class=""bottle_secondary""/>'",Karuizawa,12.0,,,43.0,500,False,False,False,False,94
569,2016-02-01,"Karuizawa, (Cask 3236)",Karuizawa,20.0,1984.0,2004.0,57.0,700,False,False,False,False,1559
570,2020-03-01,"Karuizawa,  , b'Strong Box'",Karuizawa,48.0,1964.0,2012.0,57.7,50,False,False,False,False,1538
571,2016-03-01,"Karuizawa,  (Ocean), b'<p class=""bottle_secondary""/>'",Karuizawa,12.0,,,43.0,720,False,False,False,False,155
572,2021-05-01,"Karuizawa,  , b'Decanter'",Karuizawa,17.0,,,40.0,700,False,False,False,False,2039
573,2020-02-01,"Karuizawa,  (Ocean), One of 521 Bottles",Karuizawa,21.0,1966.0,1987.0,43.0,720,True,False,False,False,5752
574,2021-03-01,"Karuizawa, b'<p class=""bottle_secondary""/>'",Karuizawa,15.0,,,40.0,700,False,False,False,False,1281
575,2015-09-01,"Karuizawa, (Cask 3035)",Karuizawa,21.0,,,40.0,700,False,False,False,False,1707
576,2020-11-01,"Karuizawa, Sanraku Ocean, b'<p class=""bottle_secondary""/>'",Karuizawa,,,,42.0,900,False,False,False,False,163
577,2021-03-01,"Karuizawa, That Boutique-y Whisky Company, (Batch 1)",Karuizawa,19.0,,,48.9,30,False,False,False,False,154
578,2021-03-01,"Karuizawa, That Boutique-y Whisky Company, One of 186 Bottles (Batch 1)",Karuizawa,19.0,,,48.9,500,True,False,False,False,2076
579,2021-04-01,"Karuizawa, That Boutique-y Whisky Company, One of 194 Bottles (Batch 3)",Karuizawa,19.0,,,50.1,500,True,False,False,False,1719
580,2021-01-01,"Karuizawa, Wealth Solutions, One of 24 Bottles (Cask 2372)",Karuizawa,50.0,1965.0,2016.0,62.3,700,True,False,False,False,54238
581,2018-12-01,"Karuizawa, 100% Malt Whisky, b'<p class=""bottle_secondary""/>'",Karuizawa,8.0,,,40.0,700,False,False,False,False,383
582,2019-11-01,"Karuizawa, 100% Malt Whisky (Cube Bottle), b'<p class=""bottle_secondary""/>'",Karuizawa,15.0,,,40.0,700,False,False,False,False,1007
583,2021-03-01,"Karuizawa, 100% Malt Whisky, b'<p class=""bottle_secondary""/>'",Karuizawa,15.0,,,40.0,100,False,False,False,False,192
584,2020-02-01,"Karuizawa, 100% Malt Whisky, b'<p class=""bottle_secondary""/>'",Karuizawa,12.0,,,40.0,700,False,False,False,False,680
585,2019-10-01,"Karuizawa, 100% Malt Whisky (Old Style) , b'Strong Box'",Karuizawa,12.0,,,40.0,700,False,False,False,False,453
586,2018-06-01,"Karuizawa, 100% Malt Whisky, b'<p class=""bottle_secondary""/>'",Karuizawa,12.0,,,40.0,720,False,False,False,False,414
587,2018-02-01,"Karuizawa, 100% Malt Whisky (Ocean), b'<p class=""bottle_secondary""/>'",Karuizawa,10.0,,,43.0,720,False,False,False,False,342
588,2019-01-01,"Karuizawa, 100% Malt Whisky, b'<p class=""bottle_secondary""/>'",Karuizawa,10.0,,,40.0,700,False,False,False,False,546
589,2020-10-01,"Karuizawa, 100% Malt Whisky, b'<p class=""bottle_secondary""/>'",Karuizawa,15.0,,,40.0,700,False,False,False,False,1100
590,2020-10-01,"Karuizawa, 10th Anniversary, (Cask 6446)",Karuizawa,19.0,1990.0,2009.0,60.0,700,False,False,False,False,2062
591,2020-12-01,"Karuizawa, 10th Anniversary (for Whisky Exchange) , b'Wooden Box'",Karuizawa,42.0,1967.0,2009.0,58.4,700,False,False,False,False,17008
592,2021-04-01,"Karuizawa, 10th Anniversary (for LMDW) , b'Wooden Box'",Karuizawa,42.0,1967.0,2009.0,58.4,700,False,False,False,False,16549
593,2021-04-01,"Karuizawa, Scotch Malt Whisky Society, 132.1, One of 229 Bottles",Karuizawa,28.0,1984.0,2012.0,59.9,700,True,False,False,False,7129
594,2021-04-01,"Karuizawa, Scotch Malt Whisky Society, 132.2, One of 355 Bottles",Karuizawa,22.0,1991.0,2013.0,62.4,700,True,False,False,False,3564
595,2021-04-01,"Karuizawa, Scotch Malt Whisky Society, 132.4, One of 346 Bottles",Karuizawa,17.0,1996.0,2013.0,61.7,700,True,False,False,False,3055
596,2019-09-01,"Karuizawa, Scotch Malt Whisky Society, 132.5, One of 495 Bottles",Karuizawa,14.0,1999.0,2013.0,58.6,750,True,False,False,False,1481
597,2020-03-01,"Karuizawa, Scotch Malt Whisky Society, 132.5, One of 495 Bottles",Karuizawa,14.0,1999.0,2013.0,58.6,700,True,False,False,False,1599
598,2020-10-01,"Karuizawa, Scotch Malt Whisky Society, 132.6, One of 553 Bottles",Karuizawa,12.0,2000.0,2012.0,63.0,700,True,False,False,False,1425
599,2019-09-01,"Karuizawa, Scotch Malt Whisky Society, 132.6, One of 553 Bottles",Karuizawa,12.0,2000.0,2012.0,63.0,750,True,False,False,False,1234
600,2015-10-01,"Karuizawa, 15+EX, b'<p class=""bottle_secondary""/>'",Karuizawa,15.0,,,40.0,750,False,False,False,False,540
601,2020-01-01,"Karuizawa, Wealth Solutions, 1999-2000 (Raku Yaki), b'<p class=""bottle_secondary""/>'",Karuizawa,,,,60.8,700,False,False,False,False,2720
602,2020-05-01,"Karuizawa, Wealth Solutions, 1999-2000 (Raku Yaki), b'<p class=""bottle_secondary""/>'",Karuizawa,,,,61.0,700,False,False,False,False,3154
603,2021-04-01,"Karuizawa, Wealth Solutions, 1999-2000 Origami (Boat), One of 22 Bottles",Karuizawa,,,,60.8,700,True,False,False,False,3564
604,2021-04-01,"Karuizawa, Wealth Solutions, 1999-2000 Origami (Crane) , b'Wooden Box'",Karuizawa,,,,61.7,700,False,False,False,False,3310
605,2021-04-01,"Karuizawa, Wealth Solutions, 1999-2000 Origami (Elephant) , b'Wooden Box'",Karuizawa,,,,55.0,700,False,False,False,False,3564
606,2021-04-01,"Karuizawa, Wealth Solutions, 1999-2000 Origami (Hummingbird) , b'Wooden Box'",Karuizawa,,,,61.0,700,False,False,False,False,3564
607,2021-04-01,"Karuizawa, Wealth Solutions, 1999-2000 Origami (Swan) , b'Wooden Box'",Karuizawa,,,,46.0,700,False,False,False,False,3564
608,2020-11-01,"Karuizawa, La Maison du Whisky, 1999/2000, b'<p class=""bottle_secondary""/>'",Karuizawa,,,1999.0,61.4,700,False,False,False,False,1902
609,2021-05-01,"Karuizawa, Number One Drinks, 1999/2000, One of 2000 Bottles (Cask 7698)",Karuizawa,,,2012.0,61.7,700,True,False,False,False,2422
610,2021-04-01,"Karuizawa, Number One Drinks, 1999/2000, (Cask 2565)",Karuizawa,13.0,,2012.0,61.6,700,False,False,False,False,2228
611,2020-12-01,"Karuizawa, 1999/2000 (Asama Screen Print), b'<p class=""bottle_secondary""/>'",Karuizawa,,,,50.5,700,False,False,False,False,1397
612,2021-05-01,"Karuizawa, 1999/2000 (Asama), b'<p class=""bottle_secondary""/>'",Karuizawa,,,,46.0,700,False,False,False,False,1440
613,2020-05-01,"Karuizawa, Wealth Solutions, 1999/2000 , b'Wooden Box'",Karuizawa,,,,48.0,700,False,False,False,False,4092
614,2020-11-01,"Karuizawa, 25malts, b'<p class=""bottle_secondary""/>'",Karuizawa,,,,40.0,720,False,False,False,False,461
615,2021-04-01,"Karuizawa, Number One Drinks, 5th Anniversary, One of 180 Bottles (Cask 5006)",Karuizawa,16.0,1995.0,2011.0,69.3,700,True,False,False,False,4201
616,2018-01-01,"Karuizawa, 60th Anniversary , b'Gift Box'",Karuizawa,44.0,1965.0,2009.0,62.4,700,False,False,False,False,27782
617,2020-06-01,"Karuizawa, 8-Headed Dragon, One of 530 Bottles (Cask 171)",Karuizawa,35.0,1981.0,2016.0,54.4,700,True,False,False,False,8072
618,2021-04-01,"Karuizawa, La Maison du Whisky, Artist #10, One of 313 Bottles",Karuizawa,19.0,1999.0,2018.0,58.8,700,True,False,False,False,3564
619,2018-04-01,"Karuizawa, Asama , b'Decanter'",Karuizawa,,,,43.0,720,False,False,False,False,227
620,2021-04-01,"Karuizawa, Asama Gold Label (2014 Release), b'<p class=""bottle_secondary""/>'",Karuizawa,15.0,,2014.0,50.5,700,False,False,False,False,1216
621,2017-05-01,"Karuizawa, Asama Gold Label (2013 Release), b'<p class=""bottle_secondary""/>'",Karuizawa,14.0,,2013.0,50.5,700,False,False,False,False,541
